,N,Посада,Загальний досвід роботи,Досвід роботи на поточному місці,Зарплата на місяць,Зміна зарплати за 12 місяців,Місто,Розмір компанії,Тип компанії,Стать,Вік,Освіта,Ще студент,Рівень англійської,Дата заповнення,User.Agent,exp,current_job_exp,salary,Мова програмування
8120,8121,Senior Software Engineer,9,1,4000,0,Київ,до 1000 осіб,Продуктова,чоловіча,27,Вища,False,Advanced (просунутий),06/07/2017 13:41:09,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:54.0) Gecko/20100101 Firefox/54.0,9.0,1.0,4000,Python
8121,8122,Junior Software Engineer,1.5,1,700,200,Львів,до 200 осіб,Аутсорсингова,чоловіча,32,Кандидат,False,Intermediate (середній),06/07/2017 13:43:12,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/58.0.3029.110 Chrome/58.0.3029.110 Safari/537.36",1.5,1.0,700,JavaScript
8123,8124,Software Engineer,7,1,2700,200,Київ,до 1000 осіб,Аутсорсингова,чоловіча,30,Неповна Вища,False,Intermediate (середній),06/07/2017 13:45:08,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",7.0,1.0,2700,JavaScript
8127,8128,Software Engineer,1,1,550,200,Харків,більше 1000 осіб,Аутсорсингова,чоловіча,30,Вища,False,Intermediate (середній),06/07/2017 13:56:44,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",1.0,1.0,550,JavaScript
8128,8129,Junior Software Engineer,0.5,0.25,600,0,Чернігів,до 10 осіб,Аутсорсингова,чоловіча,23,Вища,False,Intermediate (середній),06/07/2017 14:03:49,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",0.5,0.25,600,JavaScript
8130,8131,Software Engineer,2,1,1500,1100,Віддалено,до 10 осіб,Інша,чоловіча,25,Вища,False,Intermediate (середній),06/07/2017 14:06:29,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_3 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13G34 Safari/601.1",2.0,1.0,1500,PHP
8132,8133,Software Engineer,2,0.5,1000,300,Київ,до 200 осіб,Продуктова,чоловіча,18,Неповна Вища,True,Upper-Intermediate (вище середнього),06/07/2017 14:08:20,"Mozilla/5.0 (Linux; Android 4.3; LT25i Build/9.2.A.2.5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",2.0,0.5,1000,PHP
8133,8134,Software Engineer,2,2,1500,0,Вінниця,до 200 осіб,Аутсорсингова,чоловіча,33,Середня,False,Pre-intermediate (нище середнього),06/07/2017 14:10:38,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",2.0,2.0,1500,Ruby/Rails
8135,8136,Junior Software Engineer,2,2,1140,366,Львів,більше 1000 осіб,Аутсорсингова,чоловіча,25,Вища,False,Upper-Intermediate (вище середнього),06/07/2017 14:16:02,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",2.0,2.0,1140,C#/.NET
8136,8137,Junior Software Engineer,1,0.5,160,0,Черкаси,до 10 осіб,Аутсорсингова,жіноча,19,Технікум / Коледж,False,Intermediate (середній),06/07/2017 14:24:11,"Mozilla/5.0 (Linux; Android 5.0.2; LG-D724 Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",1.0,0.5,160,JavaScript
8138,8139,System Architect,10 і більше років,10 і більше років,4500,0,Львів,більше 1000 осіб,Аутсорсингова,чоловіча,38,Кандидат,False,Advanced (просунутий),06/07/2017 14:28:01,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0,10.0,10.0,4500,JavaScript
8139,8140,Senior Software Engineer,5,4,2000,200,Вінниця,до 200 осіб,Продуктова,чоловіча,27,Вища,False,Intermediate (середній),06/07/2017 14:30:59,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.110 Safari/537.36",5.0,4.0,2000,JavaScript
8141,8142,Junior Software Engineer,1.5,1.5,700,400,Одеса,до 200 осіб,Аутсорсингова,жіноча,27,Вища,False,Upper-Intermediate (вище середнього),06/07/2017 14:35:14,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",1.5,1.5,700,C#/.NET
8142,8143,Software Engineer,3,2,1800,400,Харків,до 200 осіб,Аутсорсингова,чоловіча,29,Вища,False,Pre-intermediate (нище середнього),06/07/2017 14:36:46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",3.0,2.0,1800,JavaScript
8146,8147,Software Engineer,3,2,800,50,Харків,до 10 осіб,Аутсорсингова,чоловіча,26,Вища,False,Pre-intermediate (нище середнього),06/07/2017 14:47:29,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.81 Safari/537.36",3.0,2.0,800,PHP
8147,8148,Software Engineer,1.5,0.25,1000,700,Київ,до 10 осіб,Аутсорсингова,чоловіча,35,Вища,False,Intermediate (середній),06/07/2017 14:52:12,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/56.0.2924.76 Chrome/56.0.2924.76 Safari/537.36",1.5,0.25,1000,JavaScript
8148,8149,Senior Software Engineer,6,4,2885,200,Київ,до 200 осіб,Продуктова,чоловіча,27,Вища,False,Upper-Intermediate (вище середнього),06/07/2017 14:55:44,"Mozilla/5.0 (Linux; Android 6.0.1; MZ-PRO 6 Plus Build/MMB29T) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/45.0.2454.94 Mobile Safari/537.36",6.0,4.0,2885,C#/.NET
8149,8150,Technical Lead,10 і більше років,0.5,3800,-200,Одеса,до 200 осіб,Аутстафінгова,чоловіча,36,Вища,False,Upper-Intermediate (вище середнього),06/07/2017 14:55:47,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",10.0,0.5,3800,JavaScript
8151,8152,Senior Software Engineer,8,1,4000,500,Київ,до 10 осіб,Стартап,чоловіча,33,Вища,False,Upper-Intermediate (вище середнього),06/07/2017 14:59:50,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",8.0,1.0,4000,JavaScript
8153,8154,Software Engineer,3,менше 3 місяців,2200,1000,Київ,до 1000 осіб,Аутсорсингова,чоловіча,22,Вища,True,Intermediate (середній),06/07/2017 15:02:02,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",3.0,0.0,2200,JavaScript
8154,8155,Senior Software Engineer,7,3,5000,500,Київ,до 50 осіб,Продуктова,чоловіча,28,Вища,False,Upper-Intermediate (вище середнього),06/07/2017 15:18:04,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",7.0,3.0,5000,Java
8155,8156,Software Engineer,3,3,2000,400,Київ,до 1000 осіб,Продуктова,чоловіча,23,Вища,False,Pre-intermediate (нище середнього),06/07/2017 15:18:26,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,3.0,2000,Java
8156,8157,Software Engineer,3,6,1400,150,Київ,до 50 осіб,Продуктова,чоловіча,23,Вища,False,Upper-Intermediate (вище середнього),06/07/2017 15:18:34,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",3.0,6.0,1400,C#/.NET
8158,8159,Software Engineer,2,1,1600,1000,Львів,до 50 осіб,Інша,чоловіча,27,Вища,False,Intermediate (середній),06/07/2017 15:25:15,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0,2.0,1.0,1600,Java
8159,8160,Junior Software Engineer,0.25,менше 3 місяців,400,0,Київ,до 10 осіб,Продуктова,чоловіча,21,Вища,True,Upper-Intermediate (вище середнього),06/07/2017 15:27:03,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",0.25,0.0,400,JavaScript
8160,8161,Junior Software Engineer,0.5,0.5,500,0,Київ,до 1000 осіб,Продуктова,чоловіча,21,Неповна Вища,True,Intermediate (середній),06/07/2017 15:28:35,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",0.5,0.5,500,Java
8161,8162,Software Engineer,0.5,0.5,800,800,Харків,до 50 осіб,Аутсорсингова,чоловіча,32,Вища,False,Intermediate (середній),06/07/2017 15:31:43,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36 OPR/46.0.2597.32",0.5,0.5,800,Java
8165,8166,Software Engineer,4,4,1800,300,Дніпро,до 200 осіб,Аутсорсингова,чоловіча,27,Вища,False,Pre-intermediate (нище середнього),06/07/2017 15:40:45,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.25 (KHTML, like Gecko) Version/11.0 Mobile/15A5304j Safari/604.1",4.0,4.0,1800,Swift
8167,8168,Junior Software Engineer,1.5,1.5,800,200,Київ,до 10 осіб,Аутсорсингова,чоловіча,20,Неповна Вища,True,Pre-intermediate (нище середнього),06/07/2017 15:43:01,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",1.5,1.5,800,C#/.NET
8170,8171,Senior Software Engineer,10 і більше років,менше 3 місяців,4400,400,Дніпро,до 200 осіб,Продуктова,чоловіча,31,Неповна Вища,False,Intermediate (середній),06/07/2017 15:46:59,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",10.0,0.0,4400,PHP
8174,8175,Junior Software Engineer,1,1,400,300,Суми,до 50 осіб,Аутсорсингова,чоловіча,23,Неповна Вища,True,Intermediate (середній),06/07/2017 15:50:49,"Mozilla/5.0 (Linux; Android 5.1; MX5 Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36",1.0,1.0,400,JavaScript
8178,8179,System Architect,10 і більше років,2,2530,230,Київ,до 50 осіб,Продуктова,чоловіча,32,Вища,False,Intermediate (середній),06/07/2017 15:53:03,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",10.0,2.0,2530,SQL
8179,8180,Software Engineer,1,1,940,560,Харків,до 10 осіб,Продуктова,чоловіча,31,Дві вищих,False,Pre-intermediate (нище середнього),06/07/2017 15:54:34,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36 OPR/46.0.2597.26314 (Edition 360)",1.0,1.0,940,Java
8181,8182,Junior Software Engineer,менше 3 місяців,менше 3 місяців,200,0,Запоріжжя,до 10 осіб,Стартап,чоловіча,36,Вища,False,Elementary (початковий),06/07/2017 16:00:18,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:53.0) Gecko/20100101 Firefox/53.0,0.0,0.0,200,PHP
8182,8183,Software Engineer,4,4,1000,100,Інше,до 10 осіб,Продуктова,чоловіча,31,Неповна Вища,False,Intermediate (середній),06/07/2017 16:00:34,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",4.0,4.0,1000,Java
8183,8184,Junior Software Engineer,3,3,250,50,Інше,до 50 осіб,Продуктова,чоловіча,24,Вища,False,Upper-Intermediate (вище середнього),06/07/2017 16:04:24,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",3.0,3.0,250,Java
8184,8185,Technical Lead,9,6,4050,200,Київ,до 1000 осіб,Аутсорсингова,чоловіча,28,Технікум / Коледж,False,Intermediate (середній),06/07/2017 16:07:18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",9.0,6.0,4050,JavaScript
8186,8187,Senior Software Engineer,10 і більше років,2,5000,2000,Київ,до 50 осіб,Аутстафінгова,чоловіча,32,Вища,False,Advanced (просунутий),06/07/2017 16:24:32,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",10.0,2.0,5000,Other
8187,8188,Senior Software Engineer,6,6,2900,400,Київ,більше 1000 осіб,Аутсорсингова,чоловіча,30,Вища,False,Intermediate (середній),06/07/2017 16:25:09,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",6.0,6.0,2900,C#/.NET
8188,8189,Software Engineer,8,2,1200,300,Львів,до 200 осіб,Аутсорсингова,жіноча,31,Вища,False,Advanced (просунутий),06/07/2017 16:25:22,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",8.0,2.0,1200,Java
8189,8190,Senior Software Engineer,8,2,4000,0,Київ,до 1000 осіб,Продуктова,чоловіча,30,Вища,False,Intermediate (середній),06/07/2017 16:26:45,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",8.0,2.0,4000,JavaScript
8192,8193,System Architect,10 і більше років,3,8400,400,Київ,до 10 осіб,Стартап,чоловіча,27,Середня,False,Upper-Intermediate (вище середнього),06/07/2017 16:39:41,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",10.0,3.0,8400,PHP
8194,8195,Senior Software Engineer,10 і більше років,0.5,4300,100,Віддалено,до 10 осіб,Стартап,чоловіча,44,Вища,False,Upper-Intermediate (вище середнього),06/07/2017 16:46:26,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",10.0,0.5,4300,Java
8195,8196,Software Engineer,2,1.5,2500,500,Київ,до 200 осіб,Продуктова,чоловіча,25,Вища,False,Upper-Intermediate (вище середнього),06/07/2017 16:48:19,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0,2.0,1.5,2500,Java
8196,8197,Junior Software Engineer,менше 3 місяців,менше 3 місяців,350,350,Львів,до 10 осіб,Аутсорсингова,чоловіча,18,Неповна Вища,True,Intermediate (середній),06/07/2017 16:49:42,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",0.0,0.0,350,C#/.NET
8198,8199,Senior Software Engineer,4,4,1200,300,Вінниця,до 10 осіб,Аутсорсингова,чоловіча,25,Вища,False,Upper-Intermediate (вище середнього),06/07/2017 16:55:43,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/59.0.3071.109 Chrome/59.0.3071.109 Safari/537.36",4.0,4.0,1200,PHP
8199,8200,Software Engineer,2,1.5,2000,1400,Львів,до 50 осіб,Продуктова,чоловіча,28,Вища,False,Intermediate (середній),06/07/2017 16:58:15,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",2.0,1.5,2000,Java
8200,8201,Junior Software Engineer,2,2,1100,700,Львів,до 50 осіб,Продуктова,чоловіча,24,Вища,False,Intermediate (середній),06/07/2017 16:59:13,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",2.0,2.0,1100,Java
8201,8202,Senior Software Engineer,6,5,700,0,Одеса,до 10 осіб,Інша,чоловіча,32,Вища,False,Pre-intermediate (нище середнього),06/07/2017 16:59:40,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36 OPR/46.0.0.259726201 (Edition EXP154)",6.0,5.0,700,1С
8203,8204,Junior Software Engineer,менше 3 місяців,менше 3 місяців,500,500,Київ,до 50 осіб,Інша,чоловіча,27,Вища,False,Intermediate (середній),06/07/2017 17:01:24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",0.0,0.0,500,JavaScript
8204,8205,Junior Software Engineer,1,0.5,300,0,Київ,до 10 осіб,Продуктова,чоловіча,25,Вища,False,Intermediate (середній),06/07/2017 17:02:01,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1.0,0.5,300,Java
8205,8206,Software Engineer,2,1.5,1700,1050,Львів,до 50 осіб,Продуктова,чоловіча,30,Вища,False,Intermediate (середній),06/07/2017 17:02:13,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",2.0,1.5,1700,Java
8206,8207,Software Engineer,2,0.25,1500,600,Дніпро,до 200 осіб,Аутсорсингова,чоловіча,22,Вища,True,Pre-intermediate (нище середнього),06/07/2017 17:04:11,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.25 (KHTML, like Gecko) Mobile/15A5304i [FBAN/FBIOS;FBAV/99.0.0.57.70;FBBV/63577032;FBDV/iPhone8,1;FBMD/iPhone;FBSN/iOS;FBSV/11.0;FBSS/2;FBCR/Carrier;FBID/phone;FBLC/en_US;FBOP/5;FBRV/0]",2.0,0.25,1500,Swift
8207,8208,Software Engineer,3,1,1200,100,Харків,до 200 осіб,Аутсорсингова,чоловіча,32,Вища,False,Elementary (початковий),06/07/2017 17:14:21,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",3.0,1.0,1200,C#/.NET
8208,8209,Software Engineer,3,менше 3 місяців,2500,1200,Львів,до 1000 осіб,Аутсорсингова,чоловіча,25,Вища,False,Intermediate (середній),06/07/2017 17:28:14,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",3.0,0.0,2500,Java
8209,8210,Junior Software Engineer,1,менше 3 місяців,1550,1550,Дніпро,до 200 осіб,Аутстафінгова,чоловіча,19,Технікум / Коледж,False,Upper-Intermediate (вище середнього),06/07/2017 17:37:50,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",1.0,0.0,1550,JavaScript
8210,8211,Junior Software Engineer,0.5,0.5,300,50,Вінниця,до 50 осіб,Аутсорсингова,чоловіча,29,Вища,False,Intermediate (середній),06/07/2017 17:40:19,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",0.5,0.5,300,PHP
8212,8213,Software Engineer,1.5,1.5,400,0,Житомир,до 50 осіб,Продуктова,чоловіча,21,Вища,False,Advanced (просунутий),06/07/2017 17:45:50,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0,1.5,1.5,400,JavaScript
8214,8215,Senior Software Engineer,5,1,4000,0,Київ,більше 1000 осіб,Аутсорсингова,чоловіча,29,Вища,False,Advanced (просунутий),06/07/2017 17:58:28,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Mobile/14F89 [FBAN/FBIOS;FBAV/99.0.0.57.70;FBBV/63577032;FBDV/iPhone8,1;FBMD/iPhone;FBSN/iOS;FBSV/10.3.2;FBSS/2;FBCR/lifecell;FBID/phone;FBLC/en_US;FBOP/5;FBRV/0]",5.0,1.0,4000,Java
8215,8216,Junior Software Engineer,0.5,0.5,400,100,Львів,до 50 осіб,Аутсорсингова,чоловіча,20,Неповна Вища,True,Pre-intermediate (нище середнього),06/07/2017 18:01:26,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",0.5,0.5,400,JavaScript
8216,8217,Junior Software Engineer,1,1,900,700,Одеса,до 50 осіб,Аутсорсингова,чоловіча,20,Неповна Вища,True,Intermediate (середній),06/07/2017 18:09:42,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",1.0,1.0,900,JavaScript
8217,8218,Senior Software Engineer,10 і більше років,1.5,3500,0,Київ,більше 1000 осіб,Аутсорсингова,чоловіча,34,Вища,False,Intermediate (середній),06/07/2017 18:23:30,"Mozilla/5.0 (Linux; Android 5.1.1; Redmi 3 Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36",10.0,1.5,3500,Java
8221,8222,Senior Software Engineer,3,1,2000,0,Львів,більше 1000 осіб,Аутсорсингова,чоловіча,23,Вища,False,Intermediate (середній),06/07/2017 18:31:55,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",3.0,1.0,2000,Java
8222,8223,Junior Software Engineer,менше 3 місяців,менше 3 місяців,500,0,Миколаїв,до 10 осіб,Аутсорсингова,чоловіча,20,Вища,True,Pre-intermediate (нище середнього),06/07/2017 18:35:34,"Mozilla/5.0 (Linux; Android 6.0; M5 Note Build/MRA58K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/44.0.2403.128 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/130.0.0.45.70;]",0.0,0.0,500,Java
8224,8225,Junior Software Engineer,1,1,730,730,Харків,до 50 осіб,Продуктова,чоловіча,20,Вища,True,Pre-intermediate (нище середнього),06/07/2017 18:43:05,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",1.0,1.0,730,Java
8225,8226,Senior Software Engineer,10 і більше років,2,5000,500,Київ,більше 1000 осіб,Продуктова,чоловіча,31,Вища,False,Upper-Intermediate (вище середнього),06/07/2017 18:44:25,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",10.0,2.0,5000,Python
8228,8229,System Architect,10 і більше років,2,5000,0,Київ,до 10 осіб,Продуктова,чоловіча,31,Вища,False,Intermediate (середній),06/07/2017 19:15:05,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14",10.0,2.0,5000,Python
8230,8231,Junior Software Engineer,1,1,100,0,Тернопіль,до 50 осіб,Аутсорсингова,чоловіча,21,Вища,False,Upper-Intermediate (вище середнього),06/07/2017 19:35:39,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",1.0,1.0,100,PHP
8233,8234,Software Engineer,3,3,800,0,Львів,до 1000 осіб,Аутсорсингова,чоловіча,37,Вища,False,Upper-Intermediate (вище середнього),06/07/2017 19:58:20,Mozilla/5.0 (Android 7.0; Mobile; rv:45.0) Gecko/45.0 Firefox/45.0,3.0,3.0,800,C#/.NET
8234,8235,Software Engineer,3,3,1192,294,Дніпро,до 50 осіб,Продуктова,чоловіча,26,Вища,False,Pre-intermediate (нище середнього),06/07/2017 20:06:01,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",3.0,3.0,1192,JavaScript
8236,8237,Software Engineer,1.5,менше 3 місяців,2000,1000,Одеса,більше 1000 осіб,Аутсорсингова,чоловіча,20,Неповна Вища,True,Pre-intermediate (нище середнього),06/07/2017 20:11:39,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3 Safari/601.7.8",1.5,0.0,2000,Swift
8237,8238,Junior Software Engineer,0.5,менше 3 місяців,300,0,Київ,до 10 осіб,Аутсорсингова,жіноча,19,Вища,True,Intermediate (середній),06/07/2017 20:32:14,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36",0.5,0.0,300,JavaScript
8238,8239,Software Engineer,1.5,1.5,1000,300,Івано-Франківськ,більше 1000 осіб,Аутсорсингова,чоловіча,34,Вища,False,Intermediate (середній),06/07/2017 20:46:59,"Mozilla/5.0 (Linux; Android 6.0.1; Redmi Note 4 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/59.0.3071.125 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/130.0.0.45.70;]",1.5,1.5,1000,JavaScript
8240,8241,Junior Software Engineer,менше 3 місяців,менше 3 місяців,300,0,Житомир,більше 1000 осіб,Аутсорсингова,чоловіча,18,Технікум / Коледж,False,Pre-intermediate (нище середнього),06/07/2017 21:04:50,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 YaBrowser/17.6.1.744 Yowser/2.5 Safari/537.36",0.0,0.0,300,JavaScript
8241,8242,Software Engineer,4,4,2000,700,Київ,більше 1000 осіб,Продуктова,чоловіча,24,Вища,False,Intermediate (середній),06/07/2017 21:05:35,"Mozilla/5.0 (Linux; Android 7.0; SM-G930F Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/59.0.3071.125 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/130.0.0.45.70;]",4.0,4.0,2000,Java
